id,ycoord,xcoord
612 ,40.10022398,-74.86971943
613 ,39.83772398,-75.75739547
614 ,39.85022398,-75.73574483
615 ,40.11272398,-74.89137006
616 ,39.95022398,-75.60584102
617 ,39.92522398,-75.60584102
618 ,39.97522398,-75.25943086
619 ,39.98772398,-75.23778022
620 ,40.17522398,-75.56253975
621 ,40.18772398,-75.54088911
622 ,40.01272398,-75.7140942
623 ,40.00022398,-75.64914229
624 ,40.01272398,-75.62749166
625 ,39.98772398,-75.62749166
626 ,39.88772398,-75.28108149
627 ,39.87103979,-75.28614971
628 ,39.82522398,-75.82234737
629 ,39.95829544,-75.92321965
630 ,39.95504616,-75.9162324
631 ,40.31272398,-75.32438276
632 ,40.09923986,-75.20869948
633 ,40.07522398,-75.21612959
634 ,40.10022398,-75.3460334
635 ,40.11272398,-75.32438276
636 ,40.17522398,-75.30273213
637 ,40.15022398,-75.30273213
638 ,40.16272398,-75.28108149
639 ,40.25022398,-75.38933467
640 ,40.26272398,-75.36768403
641 ,40.24289061,-75.3591714
642 ,40.17522398,-75.12952705
643 ,40.13772398,-75.4109853
644 ,40.11272398,-75.4109853
645 ,40.12522398,-75.38933467
646 ,40.15022398,-75.56253975
647 ,40.17347549,-75.54593273
648 ,39.72522398,-74.99962324
649 ,39.71272398,-74.9779726
650 ,39.70740805,-74.95853624
651 ,39.71001765,-74.92387062
652 ,39.83772398,-75.02127387
653 ,39.81272398,-75.02127387
654 ,39.77832563,-74.89100102
655 ,39.76272398,-74.89137006
656 ,39.77522398,-74.86971943
657 ,39.78772398,-75.06457514
658 ,39.80022398,-75.04292451
659 ,39.77522398,-75.04292451
660 ,39.84190649,-75.24211035
661 ,40.01272398,-74.89137006
662 ,40.02522398,-74.86971943
663 ,39.81272398,-74.9779726
664 ,39.823797,-74.94702204
665 ,39.80022398,-74.95632197
666 ,39.80804773,-75.0042486
667 ,40.05022398,-74.86971943
668 ,40.06272398,-74.84806879
669 ,40.08314782,-74.81170557
670 ,40.05381769,-74.81214842
671 ,40.10539061,-74.77544075
672 ,40.07916046,-74.78754543
673 ,40.09795882,-74.76171228
674 ,40.06498913,-74.91193817
675 ,40.05022398,-74.9130207
676 ,40.06272398,-74.89137006
677 ,39.95022398,-75.08622578
678 ,39.67522398,-74.99962324
679 ,39.85022398,-75.12952705
680 ,39.82522398,-75.12952705
681 ,39.87094138,-75.11038592
682 ,39.83772398,-75.10787641
683 ,39.85504784,-75.15171895
684 ,39.87522398,-75.12952705
685 ,39.72305891,-74.96444096
686 ,39.72913753,-74.93153445
687 ,39.92920966,-75.120916
688 ,39.93772398,-75.10787641
689 ,39.97522398,-74.78311689
690 ,39.8327771,-75.22016448
691 ,39.81389262,-75.1964718
692 ,39.72798119,-75.23423739
693 ,39.70022398,-75.12952705
694 ,39.89727162,-75.12111282
695 ,39.69677788,-75.1119113
696 ,39.71124612,-75.08455277
697 ,39.66513675,-75.09065432
698 ,39.65022398,-75.73574483
699 ,39.66272398,-75.7140942
700 ,39.68772398,-75.58419039
701 ,39.66272398,-75.58419039
702 ,39.67522398,-75.56253975
703 ,39.76272398,-75.54088911
704 ,39.67522398,-75.69244356
705 ,39.76272398,-75.58419039
706 ,39.67522398,-75.73574483
707 ,39.68772398,-75.7140942
708 ,39.72522398,-75.60584102
709 ,39.73772398,-75.62749166
710 ,39.73772398,-75.54088911
711 ,39.75022398,-75.51923848
712 ,39.78243266,-75.48139907
713 ,39.70022398,-75.56253975
714 ,39.66272398,-75.62749166
715 ,39.63772398,-75.67079293
716 ,39.62911125,-75.90668644
717 ,39.60898432,-75.87962314
718 ,39.61986053,-75.85949789
719 ,39.60573505,-75.86717403
720 ,39.58026759,-75.86380342
721 ,39.61011606,-75.83499331
722 ,39.58782239,-75.83833932
723 ,39.61794149,-75.82948224
724 ,39.60022398,-75.82234737
725 ,39.57384621,-75.816049
726 ,39.59879533,-75.80350148
727 ,39.60356999,-75.7782096
728 ,33.58324376,-112.1024566
729 ,33.57074376,-112.080806
730 ,33.52074376,-111.9942034
731 ,33.53324376,-111.9725528
732 ,33.50824376,-111.9725528
733 ,33.30824376,-112.0591553
734 ,33.40824376,-111.9725528
735 ,33.42074376,-111.9509022
736 ,33.49574376,-112.1674085
737 ,33.47074376,-112.1674085
738 ,33.48324376,-112.1457579
739 ,33.63304693,-112.3239082
740 ,33.64574376,-112.2973123
741 ,33.62074376,-112.2973123
742 ,33.30824376,-111.842649
743 ,33.28324376,-111.842649
744 ,33.29574376,-111.8209984
745 ,33.40342157,-112.1384754
746 ,33.42074376,-112.1241072
747 ,33.39574376,-112.1241072
748 ,33.43324376,-112.1024566
749 ,33.40824376,-112.1024566
750 ,33.60824376,-112.318963
751 ,33.59574376,-112.2973123
752 ,33.37074376,-112.080806
753 ,33.36513259,-112.0616156
754 ,33.27074376,-111.6910945
755 ,33.57074376,-112.2107098
756 ,33.54574376,-112.2107098
757 ,33.55824376,-112.1890592
758 ,33.42074376,-111.6910945
759 ,33.23324376,-111.8859503
760 ,33.20824376,-111.8859503
761 ,33.43324376,-111.842649
762 ,33.62074376,-112.3406136
763 ,33.59574376,-112.1241072
764 ,33.68324376,-112.1457579
765 ,33.45824376,-112.1024566
766 ,33.47074376,-112.1241072
767 ,33.48324376,-112.1024566
768 ,33.59574376,-112.3839149
769 ,33.59574376,-112.3406136
770 ,33.58324376,-112.318963
771 ,33.43324376,-112.0591553
772 ,33.44574376,-112.0375047
773 ,33.42074376,-112.0375047
774 ,33.62074376,-112.2540111
775 ,33.57074376,-112.2973123
776 ,33.59574376,-112.2540111
777 ,33.57074376,-112.2540111
778 ,33.65824376,-112.1890592
779 ,33.6661676,-112.1705085
780 ,33.42074376,-111.6477933
781 ,33.45066603,-111.8392538
782 ,33.46105018,-111.8188825
783 ,33.44574376,-111.8209984
784 ,33.69146283,-112.1276993
785 ,33.68324376,-112.1024566
786 ,33.15824376,-111.5395401
787 ,33.14574376,-111.5178895
788 ,33.43166916,-111.5506607
789 ,33.40824376,-111.5395401
790 ,33.34574376,-111.8209984
791 ,33.40824376,-111.842649
792 ,33.39574376,-111.8209984
793 ,33.23314534,-111.5499226
794 ,33.21158976,-111.5483972
795 ,33.65824376,-112.1024566
796 ,33.67074376,-112.080806
797 ,33.59574376,-112.0375047
798 ,33.62074376,-112.0375047
799 ,33.45824376,-112.1890592
800 ,33.43324376,-112.1890592
801 ,33.44574376,-112.1674085
802 ,33.45824376,-112.1457579
803 ,33.43324376,-112.1457579
804 ,33.64574376,-111.9942034
805 ,33.80824376,-111.9725528
806 ,33.82074376,-111.9509022
807 ,33.79574376,-111.9509022
808 ,33.83324376,-111.9292515
809 ,33.80824376,-111.9292515
810 ,33.82074376,-111.9076009
811 ,33.79574376,-111.9076009
812 ,33.80799773,-111.8937187
813 ,33.49574376,-112.1241072
814 ,33.48324376,-112.0591553
815 ,33.49574376,-112.0375047
816 ,33.53324376,-112.1890592
817 ,33.44574376,-112.080806
818 ,33.45824376,-112.0591553
819 ,33.58324376,-112.2756617
820 ,33.50824376,-112.0591553
821 ,33.47074376,-112.0375047
