id,ycoord,xcoord
822 ,33.41011526,-112.0749997
823 ,33.52074376,-111.9509022
824 ,33.49574376,-111.9509022
825 ,33.50824376,-111.9292515
826 ,33.40824376,-112.0158541
827 ,33.39574376,-111.9942034
828 ,33.39574376,-112.0375047
829 ,33.40824376,-112.0591553
830 ,33.38324376,-112.1457579
831 ,33.47074376,-111.9076009
832 ,33.44830247,-111.9181802
833 ,33.60824376,-112.1024566
834 ,33.62074376,-112.1241072
835 ,33.85824376,-111.842649
836 ,33.81823257,-111.8473236
837 ,33.48969142,-111.6909961
838 ,33.48728033,-111.6541901
839 ,33.460212,-111.5755097
840 ,33.46100097,-111.5621749
841 ,33.45824376,-111.5395401
842 ,33.47074376,-111.5178895
843 ,33.45824376,-111.4962388
844 ,33.38324376,-112.0158541
845 ,33.43324376,-111.9292515
846 ,33.33383423,-112.0076859
847 ,33.32074376,-111.9942034
848 ,33.60824376,-112.0158541
849 ,33.58324376,-112.0158541
850 ,33.44574376,-111.6910945
851 ,33.45824376,-111.6694439
852 ,33.43324376,-111.6694439
853 ,33.44574376,-111.8642996
854 ,33.39574376,-112.080806
855 ,33.47074376,-112.080806
856 ,33.60824376,-112.2756617
857 ,33.57221994,-111.7664289
858 ,33.59082148,-111.7545703
859 ,33.59574376,-111.7343958
860 ,33.57074376,-111.7343958
861 ,33.38324376,-111.9725528
862 ,33.35824376,-111.9725528
863 ,33.37074376,-111.9509022
864 ,33.34574376,-111.9509022
865 ,29.46592194,-98.7115471
866 ,29.44092194,-98.7115471
867 ,29.52842194,-98.68989646
868 ,29.45342194,-98.68989646
869 ,29.40342194,-98.68989646
870 ,29.51592194,-98.66824583
871 ,29.49092194,-98.66824583
872 ,29.41592194,-98.66824583
873 ,29.67842194,-98.64659519
874 ,29.57842194,-98.64659519
875 ,29.55342194,-98.64659519
876 ,29.50342194,-98.64659519
877 ,29.40342194,-98.64659519
878 ,29.37842194,-98.64659519
879 ,29.59092194,-98.62494455
880 ,29.56213308,-98.61982713
881 ,29.54092194,-98.62494455
882 ,29.51592194,-98.62494455
883 ,29.49092194,-98.62494455
884 ,29.46592194,-98.62494455
885 ,29.41592194,-98.62494455
886 ,29.36592194,-98.62494455
887 ,29.57842194,-98.60329392
888 ,29.52842194,-98.60329392
889 ,29.50342194,-98.60329392
890 ,29.47842194,-98.60329392
891 ,29.45342194,-98.60329392
892 ,29.43929646,-98.61074863
893 ,29.40342194,-98.60329392
894 ,29.37842194,-98.60329392
895 ,29.35342194,-98.60329392
896 ,29.33732822,-98.60093203
897 ,29.59092194,-98.58164328
898 ,29.56592194,-98.58164328
899 ,29.54092194,-98.58164328
900 ,29.51592194,-98.58164328
901 ,29.46592194,-98.58164328
902 ,29.44092194,-98.58164328
903 ,29.41592194,-98.58164328
904 ,29.40263296,-98.57234335
905 ,29.36592194,-98.58164328
906 ,29.34092194,-98.58164328
907 ,29.31592194,-98.58164328
908 ,29.50342194,-98.55999265
909 ,29.45342194,-98.55999265
910 ,29.40342194,-98.55999265
911 ,29.36892518,-98.55472761
912 ,29.35342194,-98.55999265
913 ,29.32842194,-98.55999265
914 ,29.44092194,-98.53834201
915 ,29.39092194,-98.53834201
916 ,29.36592194,-98.53834201
917 ,29.34092194,-98.53834201
918 ,29.45342194,-98.51669138
919 ,29.35342194,-98.51669138
920 ,29.32842194,-98.51669138
921 ,29.51592194,-98.49504074
922 ,29.46592194,-98.49504074
923 ,29.39092194,-98.49504074
924 ,29.34092194,-98.49504074
925 ,29.67842194,-98.47339011
926 ,29.57842194,-98.47339011
927 ,29.51621885,-98.4831821
928 ,29.47842194,-98.47339011
929 ,29.45342194,-98.47339011
930 ,29.42842194,-98.47339011
931 ,29.40342194,-98.47339011
932 ,29.37842194,-98.47339011
933 ,29.32842194,-98.47339011
934 ,29.30342194,-98.47339011
935 ,29.27938146,-98.46335209
936 ,29.25342194,-98.47339011
937 ,29.66592194,-98.45173947
938 ,29.59092194,-98.45173947
939 ,29.53049027,-98.44499825
940 ,29.51592194,-98.45173947
941 ,29.46592194,-98.45173947
942 ,29.44092194,-98.45173947
943 ,29.41592194,-98.45173947
944 ,29.39092194,-98.45173947
945 ,29.36592194,-98.45173947
946 ,29.31951398,-98.45257598
947 ,29.52842194,-98.43008884
948 ,29.50342194,-98.43008884
949 ,29.45770286,-98.4379618
950 ,29.42842194,-98.43008884
951 ,29.40342194,-98.43008884
952 ,29.37842194,-98.43008884
953 ,29.35342194,-98.43008884
954 ,29.54092194,-98.4084382
955 ,29.51592194,-98.4084382
956 ,29.46592194,-98.4084382
957 ,29.44092194,-98.4084382
958 ,29.41592194,-98.4084382
959 ,29.39092194,-98.4084382
960 ,29.36592194,-98.4084382
961 ,29.57842194,-98.38678757
962 ,29.52842194,-98.38678757
963 ,29.50342194,-98.38678757
964 ,29.47842194,-98.38678757
965 ,29.45342194,-98.38678757
966 ,29.42842194,-98.38678757
967 ,29.37842194,-98.38678757
968 ,29.35571002,-98.40455093
969 ,29.30342194,-98.38678757
970 ,29.54092194,-98.36513693
971 ,29.46592194,-98.36513693
972 ,29.36921874,-98.37158292
973 ,29.50342194,-98.3434863
974 ,29.56592194,-98.32183566
975 ,29.51592194,-98.32183566
976 ,29.52842194,-98.30018503
977 ,32.71462374,-117.01494
978 ,32.86462374,-116.9283374
979 ,32.83962374,-116.9283374
980 ,32.81462374,-116.9283374
981 ,32.82712374,-116.9066868
982 ,32.78962374,-116.9716387
983 ,33.23962374,-117.3180489
984 ,33.25212374,-117.2963982
985 ,32.9358332,-117.250366
986 ,32.92131575,-117.2282972
987 ,32.88962374,-117.2314463
988 ,32.90212374,-117.2097957
989 ,32.87712374,-117.2097957
990 ,32.78962374,-117.1015425
991 ,32.68962374,-117.0582413
992 ,32.70212374,-117.0365906
993 ,32.82712374,-117.2097957
994 ,32.81462374,-117.0582413
995 ,32.73962374,-117.01494
996 ,32.75212374,-116.9932893
997 ,33.13962374,-117.1015425
998 ,33.15212374,-117.0798919
999 ,33.20586507,-117.35857
1000 ,33.22712374,-117.3396995
1001 ,33.20212374,-117.3396995
1002 ,32.72869833,-116.9593864
1003 ,33.15212374,-117.1664944
1004 ,32.96846181,-117.0952196
1005 ,32.93962374,-117.1015425
1006 ,32.73962374,-117.0582413
1007 ,37.38648702,-122.2220364
1008 ,37.39898702,-122.2003857
1009 ,37.43648702,-122.1787351
1010 ,37.28648702,-122.0488313
1011 ,37.27398702,-122.0271807
1012 ,37.19898702,-121.9838794
1013 ,37.22204171,-121.9650581
1014 ,37.37398702,-121.9405781
1015 ,37.23011317,-121.9472701
1016 ,37.41148702,-121.9189275
1017 ,37.36148702,-121.9189275
1018 ,37.21148702,-121.9189275
1019 ,37.37398702,-121.8972768
1020 ,37.36148702,-121.8756262
1021 ,37.33648702,-121.7890237
1022 ,40.86013495,-73.34325502
1023 ,40.87263495,-73.32160439
1024 ,40.88513495,-73.29995375
1025 ,40.84763495,-73.14839931
1026 ,41.08513495,-73.81956899
1027 ,41.09763495,-73.79791836
1028 ,41.07263495,-73.79791836
1029 ,40.78513495,-72.95354359
1030 ,40.77263495,-72.93189296
1031 ,40.82263495,-72.7153866
1032 ,40.83264389,-72.68337196
1033 ,40.81013495,-72.69373597
1034 ,40.89763495,-73.0184955
1035 ,40.91013495,-72.99684486
1036 ,41.04763495,-73.79791836
1037 ,41.06013495,-73.77626772
1038 ,40.71013495,-73.55976137
1039 ,40.87263495,-73.53811074
1040 ,40.63513495,-73.60306264
1041 ,40.79763495,-73.58141201
1042 ,40.78513495,-73.55976137
1043 ,41.12263495,-74.05772598
1044 ,41.19763495,-73.97112344
1045 ,41.1897111,-73.96310286
1046 ,41.19763495,-73.92782217
1047 ,41.13513495,-73.9494728
1048 ,41.08513495,-74.03607535
1049 ,41.06013495,-74.03607535
1050 ,41.07263495,-74.01442471
1051 ,41.11013495,-74.12267789
1052 ,41.12263495,-74.10102725
1053 ,41.09763495,-74.10102725
1054 ,41.13513495,-74.12267789
1055 ,40.82263495,-73.40820693
1056 ,40.79763495,-73.40820693
1057 ,40.81013495,-73.38655629
1058 ,40.81013495,-73.12674867
1059 ,40.82263495,-73.10509804
1060 ,40.86013495,-73.17004994
1061 ,40.92263495,-73.79791836
1062 ,40.33513495,-74.51238932
1063 ,40.35784519,-74.49767673
1064 ,40.32263495,-74.49073868
1065 ,40.29763495,-74.49073868
1066 ,40.33513495,-74.46908805
1067 ,40.31013495,-74.46908805
1068 ,40.76013495,-74.29588297
1069 ,40.79763495,-74.23093106
1070 ,40.78513495,-74.20928043
1071 ,40.78513495,-74.29588297
1072 ,40.79763495,-74.27423233
1073 ,40.81013495,-74.20928043
1074 ,40.77745713,-74.3109892
1075 ,39.76859838,-74.20524553
1076 ,39.74778256,-74.1984059
1077 ,40.03513495,-74.20928043
1078 ,40.04763495,-74.18762979
1079 ,39.93513495,-74.38248551
1080 ,39.94763495,-74.36083487
1081 ,39.92263495,-74.36083487
1082 ,40.13513495,-74.2525817
1083 ,40.12263495,-74.27423233
1084 ,40.54763495,-74.53403995
1085 ,40.53513495,-74.59899186
1086 ,40.54074611,-74.58486974
1087 ,40.66013495,-74.12267789
1088 ,40.51013495,-74.51238932
1089 ,40.52263495,-74.49073868
1090 ,40.09763495,-74.14432852
1091 ,40.81013495,-74.16597916
1092 ,40.91013495,-74.51238932
1093 ,41.03513495,-74.29588297
1094 ,41.01013495,-74.29588297
1095 ,40.43513495,-74.12267789
1096 ,40.96013495,-73.9494728
1097 ,40.97184765,-73.94292841
1098 ,40.18513495,-74.2525817
1099 ,40.17263495,-74.23093106
1100 ,40.16013495,-74.20928043
1101 ,40.94763495,-73.97112344
1102 ,40.91013495,-74.12267789
1103 ,40.88513495,-74.12267789
1104 ,40.44763495,-74.14432852
1105 ,40.88990793,-73.95550054
1106 ,40.27263495,-74.23093106
1107 ,40.18085235,-74.40516947
1108 ,40.19679845,-74.37264431
1109 ,40.21013495,-74.33918424
1110 ,40.19763495,-74.3175336
1111 ,40.17263495,-74.3175336
1112 ,40.21013495,-74.29588297
1113 ,40.18912063,-74.28476241
1114 ,40.19763495,-74.27423233
1115 ,40.21013495,-74.2525817
1116 ,40.9064445,-74.68384759
1117 ,40.88513495,-74.6855944
1118 ,40.92263495,-74.66394376
1119 ,40.89763495,-74.66394376
1120 ,40.98513495,-74.29588297
1121 ,40.99763495,-74.27423233
1122 ,40.92263495,-73.97112344
1123 ,40.93513495,-73.9494728
1124 ,40.91013495,-73.9494728
1125 ,40.46013495,-74.2525817
1126 ,40.44763495,-74.23093106
1127 ,40.43513495,-74.38248551
1128 ,40.44763495,-74.36083487
1129 ,40.42263495,-74.36083487
1130 ,40.48513495,-74.2525817
1131 ,41.01013495,-74.33918424
1132 ,41.01176042,-74.32252801
1133 ,40.91013495,-74.33918424
1134 ,40.88513495,-74.33918424
1135 ,40.86013495,-74.33918424
1136 ,40.88621916,-74.31133365
1137 ,40.87263495,-74.3175336
1138 ,40.88513495,-74.29588297
1139 ,40.89763495,-74.27423233
1140 ,40.82263495,-74.18762979
1141 ,40.39763495,-74.23093106
1142 ,40.01013495,-74.16597916
1143 ,40.02263495,-74.14432852
1144 ,40.58513495,-74.29588297
1145 ,40.57263495,-74.27423233
1146 ,40.48513495,-74.42578678
1147 ,39.81805711,-74.17153943
1148 ,40.54763495,-74.27423233
1149 ,40.34763495,-74.66394376
1150 ,39.97263495,-74.18762979
1151 ,40.82263495,-74.49073868
1152 ,40.58513495,-74.2525817
